comment_se	comment_en	tags
Varför försättsblad innan utskrift av transaktion? Det är slöseri med papper!	Why cover page before printing the transaction? It's a waste of paper!	Improvement; Transaction history; UX/UI issue; 
Har varit med om vid mer än 5 ggr att alla betalningar försvinner när jag trycker på Lägg till. Sen står det att jag har fel inloggningsmetod och behöver logga in igen. Och avsett om jag väljer BankID eller dosa så är alla betalningar borta. Inte så kul när man lagt in 10 st... 	Has been involved in more than 5 times that all payments disappear when I press p Lgg to. Then str that I'm wrong login method and the need to log in again. And if I intended chooses BankID or dosa's are all payments gone. Not's no fun to put into 10 pieces ...	Improvement; Register several payments; UX/UI issue; 
"När kan man sortera respektive kolumn den ordningen man vill ha? (se nuvarande version).
Hoppas ni löst/åtgärdat det innan gamla versionen försvinner."	"No one can sort each column of the device you want? (See the current version).
Hope you lst / tgrdat it before the old version disappears."	Improvement; Transaction history; UX/UI issue; 
Att lönetagarna ligger i bokstavsordning	To lnetagarna is in alphabetical order	Improvement; Payroll; UX/UI issue; 
vid utskrift blev 2 sidor för sidfot och jag kunde inte ändra i inställningar för utskrift, det var en annorlunda utskriftfönster som öppnade sig.	when printing was 2 pages from the footer and I could not change the instllningar for printing, it was a different utskriftfnster who opened it.	Improvement; Transaction history; UX/UI issue; 
Namnen i bokstavsordning vore kanon! Ex Susanne E***** kommer i min lista efter Susanne T******. Borde vara tvärt om (E före T). Annars kanon.	The names in alphabetical order would be great! Ex Susanne E ***** in my list by Susanne T ******. Should be TVRT of (E Fri T). Otherwise cannon.	Improvement; Payroll; UX/UI issue; 
"Det går fortfarande inte att skriva ut betalningsuppdraget. Varken innan kontrasignering eller efter när det är klart. 
Och i fältet för meddelande har ni kraftigt minskat antalet tillåtna tecken, går det att öka tillbaka? "	"It makes still not print the payment order. Neither before countersignature or for when it is clear.
And in fltet fr message, you have greatly reduced the number of permitted characters, makes it to increase back?"	More characters in message field; Print payment; Requested feature; 
Svårt hitta historiska betalningar. Vissa finns inte med.Vill särskilja mitt företagskonto och privata när jag letar nu är allt ihopblandat.	Blck find historical payments. Some are not med.Vill srskilja my fretagskonto and Private No I'm looking now is everything mixed.	Historical payments and transfers; Navigation; UX/UI issue; 
Det vore bra att kunna filtrera listan över mottagare med fritextsökning som matchar personnummer och namn.	It would be great to be able to filter the list over the receiver fritextskning matching Social Security number and name.	Payroll; Requested feature; Search; 
"Konton för överföringar är sorterad efter bank. Dvs mottagarna är inte i ordning.
-Hur gör jag för att sortera efter namn?"	"Accounts for transfers are sorted by the bank. Ie the receivers are not in order.
How gr I from to sort by name?"	Payments; Requested feature; Sorting; 
I just paid money & would change the OCR cause it belongs to another, pls advise how it goes..!?	I just paid money and would change the OCR cause it belongs to another, pls advise how it goes ..!?	Misunderstood feedback feature; Seeks customer support; Wrong categorisation  ; 
FÖR KRÄNGLIG , GÅR INTE ATT GE FLERA LÖN SAMTIDIGT , INGEN UTSKRIFTSKNAPP	KRNGLIG FR, GR NOT GIVE MORE LN SAME TIME, NO JOB SWITCH	Payroll; Print; Requested feature; 
Riktigt usel, ingen möjlighet att skicka korrekt meddelade till mottagaren, alldeles för lite utrymme för meddelande. Onödigt många moment innan överföring kan göras. Vänligen återgå till den tidigare versionen, för den här suger..	Really lousy, no opportunity to send properly announced to the receiver, just for a little space for message. Ondigt many moments before verfring can gras. So please Terg to the previous version, for the HR sucks ..	More characters in message field; Navigation; Requested feature; 
"Saknar den avancerade sök funktionen som finns i den gamla versionen där jag kan få upp alla händelser om jag t.ex söker på telia.
Jag skriver ofta ut konto händelserna för specifika månader och den gamla versionens utskrifter är mer tydlig. Skriver jag ut pdf fil nu så blir det väldigt smått och plottrigt, för att det skall få plats på en sida säkerligen men svårare att tyda när jag som företagare sitter med bokföringen. Jag föredrar den gamla med större text och ett avskiljande linje mellan varje rad

"	"Lacking the so-called advanced feature available in the old version where I can f up all the events if I eg take place on Telia.
I often print account hndelserna from specific months and the old version's output is more clear. I print a pdf file, now it's become vldigt SMTT and cluttered, for it to be f place on a page takes literally but more difficult to decipher when I like fretagare sitting with bokfringen. I prefer the old with larger text and a separation line between each line"	Printing transactions; Requested feature; Search; 
Nya hemsidan är mycket sämre. Svårt att beställa rapporter!	The new website is much worse. Difficult to order reports!	Likes old website better; Look and feel; UX/UI issue; 
Sidan kändes rörig och det var svårt att få en överblick. jag vill också skriva ut betalningarna, förut fick man en utskrift på en sida nu blev det tre sidor....	The page could not believe, and it was difficult to get a verb lick. I want to also print the payments, Wife got a print on a page now became three sides ....	Look and feel; Print payment; Requested feature; 
Rörig , ej kundvänlig , svårt att hitta	Rrig, not kundvnlig, hard to find	Look and feel; Navigation; UX/UI issue; 
Har tidigare klagat på att raden för vad överföringen gäller är alldeles för kort. Nu vill jag påpeka att vid utbetalning så får man inget datum på utskriften, dvs det som man använder som underlag vid bokföringen! På båda punkterna var den gamla hemsidan bättre!	Has previously complained on the line for what verfringen applies is far from short. Now I want ppeka to the payout's for you no date on the job, that is what one uses as a basis for bokfringen! On both points were the old website better!	PDF export; Print payment; UX/UI issue; 
Enkel hantering. Den nya hemsidan är snygg men mer opraktisk än den gamla. Jag saknar tydlighet och det är för mycket klickand samt för lite information på skärmen samtidigt	Simple operation. The new website is attractive but more inconvenient n the old. I miss the clarity and there is too much klickand well as for some information on the screen at the same time	Look and feel; Praise; Too many steps; 
vore bra om man kunde sortera på swish, samt kunna se transaktions dag. eller kunna exportera meddelande text till excel	would be great if you could sort p swish, and be able to see the transaction day. or be able to export the message text to excel	Filter transactions; Requested feature; Sorting; 
Hela nya versionen är inte användarvänlig, långsam och trög och ologisk.	The entire new version is not user friendly, slow and sluggish and inconsistent.	Look and feel; Navigation; UX/UI issue; 
fruktansvärt dålig version. så många extra klick och när man nu ska godkänna så visas inte hela sidan så jag kan inte se och klicka vidare på godkänna. delsumma och summa syns inte och jag kan inte skrolla dit. Ni har gjort det mycket omständigt för oss som arbetar med företag 	terribly walk-through version. so many extra clicks and no one now godknna's not shown the whole page so I can not see and click on p godknna. subtotal and total invisible and I can not scroll there. You've made it very omstndigt for us working with COMPANY	Look and feel; Navigation; Too many steps; 
"Jättebra uppdelning per måna! Detta kommer underlätta för mig med redovisningen.
MEN jag skulle vilja switcha mellan Stigande och Fallande sorteringsordningen på datum. Går det att ordna?"	"Great breakdown by mna! This will make it easier for me with the accounts.
But I would like to switch between Ascending and Descending sort order on dates. Makes it to organize?"	Praise; Requested feature; Sorting; 
Det finns ingen logik i detta sätt att söka och leta efter dokument	There is no logic in this way to be and look for documents	Look and feel; Transaction history; UX/UI issue; 
